学部,学科,研究室名,所属教員,号館・部屋,公式HP,備考
Ⅱ類（融合系）,計測・制御システムプログラム,安藤 創一 研究室,安藤 創一,東1号館401,https://sites.google.com/view/sports-science-lab/home,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-55 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/view/sports-science-lab/contact
Ⅱ類（融合系）,計測・制御システムプログラム,岡田 英孝 研究室,岡田 英孝,東1号館407,https://www.uec.ac.jp/research/information/opal-ring/0000499.html,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-56 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅱ類-12／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A31 ｜ VideoUEC: https://www.youtube.com/watch?v=lmAVWi9UMpM ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21016129.html
Ⅱ類（融合系）,計測・制御システムプログラム,金子 修 研究室,金子 修,東3号館618,http://www.sc.lab.uec.ac.jp/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-57 ｜ ラボガイド更新: 2025-07-03 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2018253520?back= ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.sc.lab.uec.ac.jp/
Ⅱ類（融合系）,計測・制御システムプログラム,小池 卓二 研究室,小池 卓二,東4号館729,http://www.bio.mce.uec.ac.jp/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-58 ｜ ラボガイド更新: 2026-04-27 ｜ 出張講義: Ⅱ類-13／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A32 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2015224561?back= ｜ VideoUEC: https://www.youtube.com/watch?v=BPGMCNE2pLE ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25332202.html
Ⅱ類（融合系）,計測・制御システムプログラム,小木曽 公尚 研究室,小木曽 公尚,東4号館813,https://kimilab.tokyo/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-59 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21222123.html
Ⅱ類（融合系）,計測・制御システムプログラム,佐藤 俊治・饗庭 絵里子 研究室,佐藤 俊治・饗庭 絵里子,佐藤 俊治: 西10号館421／饗庭 絵里子: 西10号館420,https://human-informatics.jp/,専攻: 機械知能システム学専攻｜情報学専攻 ｜ ラボガイド番号: Ⅱ類-60(Ⅰ類-11) ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅱ類-11／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A30 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21222103.html
Ⅱ類（融合系）,計測・制御システムプログラム,定本 知徳 研究室,定本 知徳,西10号館344,https://sites.google.com/gl.cc.uec.ac.jp/sadamoto-lab/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-61 ｜ ラボガイド更新: 2025-07-03 ｜ VideoUEC: https://www.youtube.com/shorts/2WFuiPycrNg ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21224120.html
Ⅱ類（融合系）,計測・制御システムプログラム,清 雄一 研究室,清 雄一,西10号館729,http://www.sei.lab.uec.ac.jp/,専攻: 機械知能システム学専攻｜情報学専攻 ｜ ラボガイド番号: Ⅱ類-63(Ⅰ類-03) ｜ ラボガイド更新: 2025-10-15 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21124240.html
Ⅱ類（融合系）,計測・制御システムプログラム,孫 光鎬 研究室,孫 光鎬,西2号館205,https://sun-melab.com/,専攻: 機械知能システム学専攻｜情報学専攻 ｜ ラボガイド番号: Ⅱ類-64(Ⅰ類-16) ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sun-melab.com/Contact
Ⅱ類（融合系）,計測・制御システムプログラム,舩戸 徹郎 研究室,舩戸 徹郎,西2号館227,https://www.funato.lab.uec.ac.jp/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-65 ｜ ラボガイド更新: 2025-07-14 ｜ VideoUEC: https://drive.google.com/file/d/1BhrweeHmaIPCjV7PdUlWvMXKfTowbhD1/view?t=122 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.funato.lab.uec.ac.jp/access
Ⅱ類（融合系）,計測・制御システムプログラム,正本 和人 研究室,正本 和人,東4号館617,http://www.nvu.mi.uec.ac.jp/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-66 ｜ ラボガイド更新: 2026-04-22 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.nvu.mi.uec.ac.jp/contact.html
Ⅱ類（融合系）,計測・制御システムプログラム,村松 大陸 研究室,村松 大陸,西8号館617,https://mdairoku.com/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-67 ｜ ラボガイド更新: 2025-08-16 ｜ 出張講義: https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A34／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A35 ｜ VideoUEC: https://www.youtube.com/shorts/v9R00jvkdjQ ｜ 追加URL: https://x.com/muramatsu_lab ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25331105.html
Ⅱ類（融合系）,計測・制御システムプログラム,宮脇 陽一 研究室,宮脇 陽一,東4号館620,http://www.cns.mi.uec.ac.jp/,専攻: 機械知能システム学専攻｜情報学専攻 ｜ ラボガイド番号: Ⅱ類-68(Ⅰ類-26) ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅱ類-14／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A33 ｜ 夢ナビ: https://yumenavi.info/vue/lecture.html?University=V&SearchMod=4&SerKbn=3&ProId=WNF026&Page=1&GNKCD=g006402&KeyWord=%E9%9B%BB%E6%B0%97%E9%80%9A%E4%BF%A1%E5%A4%A7%E5%AD%A6&back=&CLGAKOCD=033840&mxorder=&gakubunm=&gakkanm=&From=portal ｜ VideoUEC: https://www.youtube.com/shorts/kFRez7XD9kU ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.cns.mi.uec.ac.jp/Contacts_j.html
Ⅱ類（融合系）,先端ロボティクスプログラム,内田 雅文 研究室,内田 雅文,西8号館805,http://ulab.ee.uec.ac.jp/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-69 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅱ類-15／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A36 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/gl.cc.uec.ac.jp/uec-ulab/home
Ⅱ類（融合系）,先端ロボティクスプログラム,金森 哉吏 研究室,金森 哉吏,東4号館303,http://www.rmc.mce.uec.ac.jp/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-70 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅱ類-16／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A37 ｜ 夢ナビ: https://yumenavi.info/vue/lecture.html?University=V&SearchMod=4&SerKbn=3&ProId=WNF026&Page=1&GNKCD=g004591&KeyWord=%E9%9B%BB%E6%B0%97%E9%80%9A%E4%BF%A1%E5%A4%A7%E5%AD%A6&back=&CLGAKOCD=033840&mxorder=&gakubunm=&gakkanm=&From=portal ｜ VideoUEC: https://www.youtube.com/watch?v=VfyTzg6hAJk ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.rmc.mce.uec.ac.jp/
Ⅱ類（融合系）,先端ロボティクスプログラム,菅 哲朗 研究室,菅 哲朗,東4号館304,http://www.ms.mi.uec.ac.jp,"専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-71 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅱ類-17／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A38 ｜ 追加URL: https://kanlab-uec.amebaownd.com/, https://x.com/kan_uec ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21224281.html"
Ⅱ類（融合系）,先端ロボティクスプログラム,木村 航平 研究室,木村 航平,東2号館607,http://www.robo.lab.uec.ac.jp/,専攻: 機械知能システム学専攻｜情報学専攻 ｜ ラボガイド番号: Ⅱ類-72(Ⅰ類-07) ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21124213.html
Ⅱ類（融合系）,先端ロボティクスプログラム,工藤 俊亮 研究室,工藤 俊亮,東2号館605,http://www.robo.lab.uec.ac.jp/,専攻: 機械知能システム学専攻｜情報学専攻 ｜ ラボガイド番号: Ⅱ類-73(Ⅰ類-08) ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25023209.html
Ⅱ類（融合系）,先端ロボティクスプログラム,小泉 憲裕 研究室,小泉 憲裕,東4号館625,http://www.medigit.mi.uec.ac.jp/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-74 ｜ ラボガイド更新: 2026-04-16 ｜ 出張講義: Ⅱ類-18／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A39 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2022001471?back= ｜ VideoUEC: https://www.youtube.com/watch?v=w7TP2yjjCpU ｜ 追加URL: http://ksmr.or.kr/accas2024/ ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.medigit.mi.uec.ac.jp/access.html
Ⅱ類（融合系）,先端ロボティクスプログラム,姜 銀来 研究室,姜 銀来,東4号館603,http://www.hi.mce.uec.ac.jp/yklab/,専攻: 機械知能システム学専攻｜共同サステイナビリティ研究専攻 ｜ ラボガイド番号: Ⅱ類-75 ｜ ラボガイド更新: 2025-07-03 ｜ VideoUEC: https://www.youtube.com/shorts/EwcyVHMwf_Q ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.hi.mce.uec.ac.jp/yklab/
Ⅱ類（融合系）,先端ロボティクスプログラム,新竹 純 研究室,新竹 純,東4号館702,https://www.shintakelab.net/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-76 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.shintakelab.net/contact
Ⅱ類（融合系）,先端ロボティクスプログラム,杉 正夫 研究室,杉 正夫,東4号館522,http://www.hi.mce.uec.ac.jp/sugi-lab/index-j.html,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-77 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.hi.mce.uec.ac.jp/sugi-lab/contact.html
Ⅱ類（融合系）,先端ロボティクスプログラム,田中 一男 研究室,田中 一男,東4号館403,https://sites.google.com/site/tanaka2lab/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-78 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25332209.html
Ⅱ類（融合系）,先端ロボティクスプログラム,田中 基康 研究室,田中 基康,東4号館402,https://sites.google.com/site/motoyasutanakalab/home,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-79 ｜ ラボガイド更新: 2026-04-13 ｜ 出張講義: Ⅱ類-19／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A40 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2020216580?back= ｜ VideoUEC: https://www.youtube.com/watch?v=UezJ_Jhoydc／https://www.youtube.com/watch?v=APcQquCc0wI／https://www.youtube.com/shorts/WimyI5p8AkY ｜ 追加URL: https://x.com/motoyasutanaka ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21018116.html
Ⅱ類（融合系）,先端ロボティクスプログラム,東郷 俊太 研究室,東郷 俊太,東4号館703,http://www.hi.mce.uec.ac.jp/togolab/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-80 ｜ ラボガイド更新: 2025-10-17 ｜ VideoUEC: https://www.youtube.com/shorts/seFCYBK93SE／https://www.youtube.com/channel/UC10spcvW8-pCTLKy5rrDHyw ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.hi.mce.uec.ac.jp/togolab/
Ⅱ類（融合系）,先端ロボティクスプログラム,仲田 佳弘 研究室,仲田 佳弘,西2号館210,http://www.nakata-lab.mi.uec.ac.jp,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-81 ｜ ラボガイド更新: 2026-04-04 ｜ VideoUEC: https://youtu.be/UXuQ1RgxPdQ ｜ 追加URL: https://x.com/NakataLabUEC／https://www.youtube.com/@NAKATA-Lab ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25332213.html
Ⅱ類（融合系）,先端ロボティクスプログラム,中村 友昭 研究室,中村 友昭,西8号館516,https://hp.naka-lab.org/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-82 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://hp.naka-lab.org/subpages/access.html
Ⅱ類（融合系）,先端ロボティクスプログラム,明 愛国・佐藤 隆紀 研究室,明 愛国・佐藤 隆紀,明 愛国: 東4号館504／佐藤 隆紀: 東4号館505,https://sites.google.com/view/mingsatolab/home/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ類-83 ｜ ラボガイド更新: 2025-10-15 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/view/mingsatolab/access
Ⅱ類（融合系）,先端ロボティクスプログラム,横井 浩史 研究室,横井 浩史,東4号館602,http://www.hi.mce.uec.ac.jp/yklab/,専攻: 機械知能システム学専攻｜共同サステイナビリティ研究専攻 ｜ ラボガイド番号: Ⅱ類-84(SUS-4) ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅱ類-20／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A41 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2014226139?back= ｜ VideoUEC: https://www.youtube.com/watch?v=QtA_PD4CMd4 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.hi.mce.uec.ac.jp/yklab/
Ⅱ類（融合系）,先端ロボティクスプログラム,金田 礼人 研究室,金田 礼人,西2号館217,https://sites.google.com/view/ayato-kanada-ja,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅱ ｜ ラボガイド更新: 2025-10-17 ｜ 追加URL: https://www.youtube.com/channel/UCHlGicJr-Tkosuc32Og-CxQ ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/view/ayato-kanada-ja/contact
Ⅲ類（理工系）,機械システムプログラム,井上 洋平 研究室,井上 洋平,東4号館832,https://www.researchgate.net/profile/Yohei_Inoue,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅲ類-01 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21324216.html
Ⅲ類（理工系）,機械システムプログラム,大川 富雄 研究室,大川 富雄,東4号館322,http://www.eel.mi.uec.ac.jp/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅲ類-03 ｜ ラボガイド更新: 2025-10-22 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.eel.mi.uec.ac.jp/contact.html
Ⅲ類（理工系）,機械システムプログラム,久保木 孝・梶川 翔平 研究室,久保木 孝・梶川 翔平,久保木 孝: 東4号館524／梶川 翔平: 東4号館503,http://www.mt.mce.uec.ac.jp/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅲ類-04 ｜ ラボガイド更新: 2026-07-01 ｜ 追加URL: https://x.com/Kbk_Kjkw_Lab ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21322119.html
Ⅲ類（理工系）,機械システムプログラム,篠原 百合 研究室,篠原 百合,西2号館429,https://sites.google.com/view/shinoharalab/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅲ類-05 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21322121.html
Ⅲ類（理工系）,機械システムプログラム,千葉 一永 研究室,千葉 一永,東4号館824,http://www.di.mi.uec.ac.jp/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅲ類-06 ｜ ラボガイド更新: 2025-10-15 ｜ VideoUEC: https://www.youtube.com/shorts/64scqC-Snjk ｜ 追加URL: https://x.com/kazuhisa_chiba ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21322101.html
Ⅲ類（理工系）,機械システムプログラム,永松 秀朗 研究室,永松 秀朗,東4号館419,https://www.h-ngamatsu.lab.uec.ac.jp/index.html,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅲ類-07 ｜ ラボガイド更新: 2026-04-13 ｜ VideoUEC: https://www.youtube.com/shorts/vnAEUXyUM5U ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.h-ngamatsu.lab.uec.ac.jp/access.html
Ⅲ類（理工系）,機械システムプログラム,増田 宏 研究室,増田 宏,東4号館502,http://www.ddm.mi.uec.ac.jp/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅲ類-08 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.ddm.mi.uec.ac.jp/students/index.html
Ⅲ類（理工系）,機械システムプログラム,松村 隆 研究室,松村 隆,東4号館423,https://www.uec.ac.jp/research/information/opal-ring/0000409.html,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅲ類-09 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/31/31_21224215.html
Ⅲ類（理工系）,機械システムプログラム,Matuttis Hans-Georg 研究室,Matuttis Hans-Georg,東4号館721,http://www2.matuttis.mce.uec.ac.jp/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅲ類-10 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25322102.html
Ⅲ類（理工系）,機械システムプログラム,守 裕也・王 萌蕾 研究室,守 裕也・王 萌蕾,守 裕也: 東4号館720,http://www.mamorilab.mi.uec.ac.jp/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅲ類-11 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-4／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A43／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A42 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.mamorilab.mi.uec.ac.jp/
Ⅲ類（理工系）,機械システムプログラム,森重 功一 研究室,森重 功一,東4号館523,http://www.ims.mce.uec.ac.jp/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅲ類-12 ｜ ラボガイド更新: 2026-06-12 ｜ 出張講義: Ⅲ類-5／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A44 ｜ VideoUEC: https://www.youtube.com/shorts/QcTS8r2fwH0 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.ims.mce.uec.ac.jp/location/index_e.html
Ⅲ類（理工系）,機械システムプログラム,結城 宏信 研究室,結城 宏信,東4号館405,http://www.ds.mce.uec.ac.jp/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅲ類-13 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 2026年度シラバス https://kyoumu.office.uec.ac.jp/syllabus/2026/33/33_25332214.html
Ⅲ類（理工系）,機械システムプログラム,遊佐 泰紀 研究室,遊佐 泰紀,,https://www.yusa.lab.uec.ac.jp/,専攻: 機械知能システム学専攻 ｜ ラボガイド番号: Ⅲ類-14 ｜ ラボガイド更新: 2026-08-10 ｜ 追加URL: https://x.com/uec_yusalab ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室は2026年度シラバス・研究室HP・基盤理工学専攻教員紹介から部屋番号が見つからず
Ⅲ類（理工系）,電子工学プログラム,一色 秀夫 研究室,一色 秀夫,西1号館211,http://www.flex.es.uec.ac.jp,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-15 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-6／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A45 ｜ VideoUEC: https://www.youtube.com/watch?v=_YvE1Zlj1-o ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
